id,treatment,age,male,hhld_inc,white,republican,democrat,college,fb_min_wins_b,news_source_6_b,fb_activepassive
1253,0,22,1,15,1,0,1,1,90,2,0.69555992
1254,1,30,1,35,1,0,0,1,80,4,1.0622636
1255,0,46,1,67,1,0,0,1,30,4,-0.03784757
1256,0,21,1,35,1,0,1,0,120,4,-0.03784757
1257,1,31,0,67,1,0,1,1,60,3,1.0622636
1258,0,22,1,112,1,0,1,1,75,4,-1.8713663
1259,0,26,1,88,0,0,0,0,120,4,-0.03784757
1260,0,34,0,200,1,0,1,1,60,4,0.69555992
1261,1,24,1,45,0,0,0,1,60,2,1.4289674
1262,1,53,0,138,1,0,0,1,65,4,-0.77125508
1263,0,21,1,88,0,0,1,0,45,3,1.4289674
1264,0,51,1,15,1,0,0,0,120,5,-2.23807
1265,0,44,1,200,1,0,1,1,25,4,-1.1379588
1266,1,36,0,25,0,0,0,1,120,3,0.32885617
1267,1,34,1,55,1,0,1,1,75,3,0.69555992
1268,1,37,0,35,1,0,0,0,100,4,-1.1379588
1269,0,19,1,112,1,1,0,0,60,4,0.69555992
1270,1,46,0,88,1,0,0,1,30,2,1.0622636
1271,0,21,1,25,1,1,0,0,45,4,-1.5046625
1272,1,21,1,112,1,1,0,0,45,5,1.0622636
1273,0,23,1,35,1,0,0,0,120,4,-0.03784757
1274,1,24,1,35,1,0,1,1,45,1,1.4289674
1275,1,64,1,67,1,0,0,0,75,2,0.69555992
1276,0,21,1,88,1,0,1,0,30,1,-0.77125508
1277,1,20,0,55,0,0,1,0,25,3,1.4289674
1278,1,25,1,45,0,0,1,1,20,5,0.69555992
1279,1,46,0,112,0,0,0,1,30,5,1.4289674
1280,1,24,1,200,1,0,1,1,100,5,0.32885617
1281,1,50,0,25,0,0,1,0,120,5,-2.23807
1282,0,20,0,55,1,0,0,0,45,1,1.4289674
1283,0,23,1,112,1,0,1,1,60,3,1.0622636
1284,0,41,0,112,1,0,1,1,40,4,1.4289674
1285,0,33,1,67,1,0,0,0,45,4,1.0622636
1286,1,28,1,67,0,0,0,0,120,5,0.32885617
1287,0,25,0,15,1,0,1,1,60,4,0.69555992
1288,0,37,0,45,1,0,0,0,120,2,0.69555992
1289,0,26,0,55,1,1,0,1,30,2,0.32885617
1290,0,27,0,67,1,0,0,1,55,4,-0.03784757
1291,1,29,0,5,1,0,1,0,120,5,0.32885617
1292,0,54,0,15,1,0,0,0,120,1,-1.8713663
1293,1,20,0,112,1,0,0,0,45,4,-0.03784757
1294,1,51,0,15,1,0,1,0,120,3,-2.23807
1295,0,38,0,25,1,0,0,1,30,2,-1.5046625
1296,0,46,1,88,1,0,0,1,45,4,0.69555992
1297,0,19,0,35,1,0,0,0,120,5,0.69555992
1298,1,58,0,88,1,0,0,1,30,4,-0.03784757
1299,1,28,0,45,1,0,1,0,120,5,0.69555992
1300,0,25,1,5,0,0,0,1,60,4,1.4289674
1301,0,28,1,45,1,0,1,0,60,2,0.69555992
1302,0,67,1,35,0,0,0,0,120,3,-1.5046625
1303,1,30,0,15,1,0,0,1,120,4,-0.40455133
1304,0,20,0,112,1,0,0,0,45,4,0.32885617
1305,0,39,1,45,1,0,0,0,120,4,0.32885617
1306,0,26,1,45,1,0,1,1,60,4,-0.03784757
1307,0,19,0,200,0,0,0,0,120,4,-1.1379588
1308,1,26,1,112,0,0,1,1,20,3,1.0622636
1309,1,28,1,112,1,0,0,1,60,2,1.0622636
1310,1,22,1,35,1,0,1,1,40,4,0.69555992
1311,0,27,1,112,1,0,1,1,30,4,1.4289674
1312,1,25,0,67,0,0,1,1,30,4,-0.40455133
1313,0,57,0,88,1,0,0,0,120,2,-0.03784757
1314,0,25,0,67,0,0,1,0,90,4,-0.77125508
1315,1,26,1,112,1,0,0,0,80,4,1.0622636
1316,0,25,1,55,1,0,1,1,30,2,1.4289674
1317,0,33,1,67,0,0,1,1,90,3,-0.03784757
1318,1,23,1,138,0,0,0,0,120,4,0.69555992
1319,0,50,0,138,1,1,0,1,120,5,0.69555992
1320,0,30,1,200,1,0,1,1,45,2,-0.03784757
1321,1,42,1,138,1,0,1,1,90,4,1.0622636
1322,1,20,1,5,1,0,1,0,80,4,0.32885617
1323,0,24,0,25,1,0,0,1,30,4,0.69555992
1324,0,61,0,45,1,0,1,1,120,5,-1.1379588
1325,0,46,0,88,0,0,1,1,60,4,-1.5046625
1326,0,24,1,45,0,0,0,1,120,4,0.32885617
1327,0,21,0,67,1,0,0,0,45,2,0.32885617
1328,0,48,0,112,1,0,1,1,120,3,-0.40455133
1329,0,45,1,67,0,0,0,0,25,3,-0.03784757
1330,0,19,1,88,0,0,1,0,20,4,1.4289674
1331,0,21,1,200,1,1,0,0,60,2,1.4289674
1332,1,24,1,67,1,0,0,1,20,2,1.0622636
1333,0,47,0,67,1,0,1,1,30,3,-0.40455133
1334,1,33,0,88,1,0,0,0,60,2,1.4289674
1335,1,66,0,200,1,0,1,1,90,5,0.32885617
1336,0,35,1,112,1,0,0,1,120,5,0.32885617
1337,1,59,0,112,1,0,0,1,90,5,-0.77125508
1338,1,52,0,45,0,0,0,1,45,4,0.32885617
1339,1,46,0,55,1,1,0,1,120,3,-2.23807
1340,1,22,0,67,1,0,0,0,35,4,0.69555992
1341,0,32,1,67,1,0,0,1,30,3,1.0622636
1342,0,46,0,88,1,0,1,0,120,4,-0.77125508
1343,0,23,0,112,1,0,0,1,120,2,0.32885617
1344,0,43,1,45,1,0,0,0,60,2,0.69555992
1345,0,24,1,67,1,1,0,1,90,1,0.32885617
1346,0,36,1,200,1,0,1,1,100,4,1.0622636
1347,0,39,1,55,1,0,1,1,60,1,0.32885617
1348,1,50,0,88,1,0,0,1,60,4,-1.1379588
1349,1,34,0,45,0,1,0,0,120,5,-0.40455133
1350,0,27,1,112,1,0,1,0,45,5,1.4289674
1351,1,54,1,138,0,0,1,1,30,3,0.32885617
1352,0,23,0,88,1,0,1,1,45,3,0.69555992
1353,1,48,1,25,0,0,1,0,120,4,0.32885617
1354,0,40,1,88,1,0,1,1,60,3,0.32885617
1355,0,37,1,67,1,0,1,1,120,5,-2.23807
1356,0,33,0,55,1,0,0,0,120,3,-1.5046625
1357,1,27,1,55,1,0,0,1,45,2,0.69555992
1358,0,21,1,138,1,0,1,0,60,4,-0.03784757
1359,1,34,1,88,1,0,0,1,30,3,-1.1379588
1360,1,60,0,15,1,1,0,0,120,5,-0.40455133
1361,0,22,1,112,1,0,0,0,60,3,1.0622636
1362,0,28,0,5,1,0,1,0,120,5,-1.5046625
1363,0,29,1,25,1,0,0,0,120,5,-2.23807
1364,0,52,0,200,1,1,0,0,60,3,1.4289674
1365,0,22,0,5,1,0,0,0,120,5,-1.1379588
1366,0,22,1,88,0,0,1,0,20,3,1.0622636
1367,0,54,0,88,1,0,0,1,120,4,-0.77125508
1368,0,23,0,25,1,0,1,0,40,5,-1.8713663
1369,0,56,1,55,1,0,0,1,120,5,-1.5046625
1370,1,30,0,15,0,0,0,0,120,4,0.32885617
1371,0,23,1,200,0,0,0,1,25,3,1.4289674
1372,1,22,0,15,1,1,0,0,90,5,0.69555992
1373,1,25,0,25,1,0,1,1,30,3,1.4289674
1374,0,29,0,15,1,0,0,0,120,4,-1.1379588
1375,0,23,1,15,1,0,0,0,45,4,-1.1379588
1376,0,22,0,5,1,0,0,0,60,4,0.32885617
1377,1,25,0,55,0,0,0,1,20,4,0.69555992
1378,1,60,1,55,1,0,0,1,120,3,-1.1379588
1379,0,28,1,15,0,0,0,0,120,4,-1.8713663
1380,1,39,0,15,0,0,0,0,120,4,0.32885617
1381,1,24,1,200,1,0,0,1,20,2,1.4289674
1382,0,33,0,67,1,0,0,0,60,1,-2.23807
1383,0,22,0,200,0,0,1,1,20,3,1.0622636
1384,0,26,1,35,1,0,0,1,60,3,0.69555992
1385,0,28,1,138,1,0,1,1,30,4,0.69555992
1386,1,52,1,200,1,1,0,1,45,1,0.32885617
1387,1,33,1,112,1,0,0,1,120,4,-0.77125508
1388,1,30,0,5,1,0,0,0,120,2,-1.1379588
1389,0,29,0,25,1,1,0,0,120,2,0.32885617
1390,0,50,0,67,1,1,0,0,120,4,-0.40455133
1391,0,22,0,67,1,0,0,0,120,5,0.32885617
1392,0,30,1,67,0,0,1,1,28,3,1.0622636
1393,0,30,1,35,1,0,0,0,120,4,-1.8713663
1394,1,22,1,55,1,0,1,0,120,4,0.69555992
1395,0,36,0,88,0,0,0,1,120,2,0.32885617
1396,0,26,1,67,0,0,1,1,120,4,0.32885617
1397,1,49,0,67,1,0,0,1,30,2,-1.8713663
1398,0,60,0,55,1,1,0,1,60,3,0.32885617
1399,0,22,1,138,0,1,0,0,120,3,1.0622636
1400,0,32,0,112,1,1,0,1,65,1,-0.77125508
1401,0,31,1,67,1,0,1,1,70,3,0.32885617
1402,0,51,0,35,1,0,1,0,120,5,0.69555992
1403,1,31,1,88,1,0,1,1,50,2,0.69555992
1404,1,43,0,88,0,0,1,0,120,5,-1.5046625
1405,0,28,0,67,1,0,1,1,60,3,0.69555992
1406,0,40,0,55,1,0,1,1,45,3,0.32885617
1407,1,37,1,5,1,0,1,0,30,2,-0.40455133
1408,0,60,0,35,1,0,1,0,120,4,-1.1379588
1409,0,27,1,67,1,1,0,1,45,3,1.0622636
1410,0,26,1,25,1,0,0,1,20,3,0.69555992
1411,0,28,1,67,1,0,0,0,120,2,0.69555992
1412,0,21,1,200,1,0,1,0,45,5,1.0622636
1413,0,33,1,112,1,0,0,0,30,3,1.4289674
1414,0,39,1,15,1,0,0,0,120,5,-1.5046625
1415,1,27,0,67,1,0,1,0,30,5,-0.77125508
1416,0,27,1,15,1,0,1,1,60,3,0.32885617
1417,1,32,1,5,0,0,0,0,120,1,-0.40455133
1418,0,28,1,15,1,0,1,0,120,4,-1.1379588
1419,1,23,1,25,0,0,1,0,45,3,1.0622636
1420,0,53,0,45,1,0,1,1,30,4,0.32885617
1421,0,27,1,88,1,0,1,1,120,4,0.69555992
1422,0,44,0,112,1,0,1,0,120,3,0.32885617
1423,1,19,0,15,0,0,1,0,120,5,0.32885617
1424,1,19,0,55,1,0,0,0,30,3,1.0622636
1425,1,47,0,88,1,0,0,1,30,2,1.4289674
1426,1,20,0,200,1,0,1,0,60,3,0.69555992
1427,0,46,0,67,1,0,0,1,120,4,0.69555992
1428,1,62,0,200,1,0,0,1,25,1,0.32885617
1429,1,20,1,138,0,0,0,0,30,2,0.69555992
1430,0,60,0,35,1,0,1,0,60,4,-0.77125508
1431,0,22,1,25,1,0,0,1,30,3,1.4289674
1432,0,51,1,200,1,0,0,0,30,4,0.32885617
1433,1,21,1,35,0,0,0,1,60,4,-0.40455133
1434,1,22,1,35,0,0,0,0,60,4,0.32885617
1435,0,25,1,5,1,0,0,0,60,4,0.69555992
1436,1,40,1,112,1,1,0,1,60,5,-0.03784757
1437,0,59,0,25,1,0,1,1,120,4,-1.5046625
1438,1,23,1,138,0,0,1,1,50,5,1.4289674
1439,1,38,1,35,1,0,0,0,120,4,-0.40455133
1440,0,39,0,138,1,1,0,1,60,4,-0.77125508
1441,0,60,1,112,1,0,1,1,45,3,-1.1379588
1442,1,32,0,200,0,1,0,1,20,2,1.4289674
1443,0,26,1,88,0,0,1,1,45,3,1.4289674
1444,0,21,0,200,0,0,0,1,30,3,0.69555992
1445,1,25,0,138,0,0,0,0,120,2,-0.40455133
1446,0,26,1,88,1,0,0,1,20,3,0.69555992
1447,0,27,1,67,1,0,1,0,30,5,1.4289674
1448,1,25,0,55,0,0,1,1,100,4,0.69555992
1449,0,19,1,55,0,0,0,0,60,5,-0.03784757
1450,0,51,0,67,1,1,0,0,60,5,-0.40455133
1451,1,31,0,45,1,0,1,0,120,3,-0.40455133
1452,0,34,0,200,0,1,0,1,120,3,0.32885617
1453,1,26,1,200,0,0,0,1,60,4,1.4289674
1454,1,47,0,112,1,0,1,1,80,4,-1.1379588
1455,0,45,0,88,1,0,1,0,30,4,-1.1379588
1456,1,33,1,45,0,0,0,0,100,5,-2.23807
1457,0,20,1,15,0,0,0,0,28,1,1.0622636
1458,0,22,1,55,1,0,1,0,25,3,1.0622636
1459,1,38,0,112,1,1,0,1,90,4,-0.03784757
1460,1,35,1,35,1,1,0,1,60,3,-0.77125508
1461,0,38,0,200,1,0,1,1,20,5,1.4289674
1462,0,27,0,55,1,0,1,1,30,3,0.69555992
1463,0,24,1,88,1,1,0,1,20,2,1.0622636
1464,0,23,1,25,1,0,0,1,60,5,1.4289674
1465,0,66,0,15,0,0,1,0,120,5,1.0622636
1466,0,31,0,112,1,0,0,1,45,4,0.69555992
1467,1,61,1,200,1,0,0,1,45,5,1.4289674
1468,0,27,0,112,0,0,1,0,120,4,-1.5046625
1469,0,25,1,35,1,0,0,1,30,4,0.69555992
1470,0,23,1,200,1,1,0,1,120,4,-1.1379588
1471,1,29,1,88,1,0,1,1,60,2,0.69555992
1472,1,33,1,67,1,0,0,1,60,2,0.69555992
1473,1,31,0,45,0,0,1,0,120,5,-1.1379588
1474,0,34,1,35,1,0,1,0,90,2,0.32885617
1475,1,22,1,55,1,0,0,1,120,5,-0.40455133
1476,0,26,1,25,1,0,0,1,90,4,0.69555992
1477,0,48,1,35,1,0,0,0,45,3,0.69555992
1478,1,19,1,45,0,0,1,0,120,5,1.4289674
1479,0,32,0,55,1,1,0,0,60,4,-2.23807
1480,0,24,1,112,0,0,1,1,120,3,-0.40455133
1481,0,19,1,112,1,0,1,0,35,4,1.4289674
1482,0,26,1,88,1,1,0,1,20,5,0.69555992
1483,1,19,1,45,0,1,0,0,100,4,-0.77125508
1484,0,30,0,15,1,0,0,0,120,3,-0.03784757
1485,1,43,0,88,1,0,0,0,120,5,-0.40455133
1486,0,57,0,55,0,0,0,1,90,3,-1.1379588
1487,1,29,1,5,1,0,0,1,45,2,0.69555992
1488,1,21,1,112,0,0,0,0,120,3,0.32885617
1489,1,21,1,25,1,0,1,0,30,3,1.0622636
1490,1,43,0,112,0,1,0,0,120,2,-1.8713663
1491,1,29,1,88,1,0,0,1,60,4,0.69555992
1492,0,24,0,15,1,0,0,1,120,4,0.69555992
1493,0,34,1,67,1,0,1,0,120,2,0.69555992
1494,0,29,1,45,0,0,1,0,120,3,0.32885617
1495,0,19,0,67,1,0,0,0,60,3,0.69555992
1496,1,62,1,25,1,0,0,0,60,2,0.69555992
1497,1,43,0,55,1,0,1,0,120,5,0.69555992
1498,0,32,1,55,0,0,1,1,90,3,-0.77125508
1499,1,31,1,112,1,1,0,1,60,4,0.69555992
1500,1,23,1,55,1,0,1,1,40,5,0.32885617
1501,0,32,1,88,1,0,0,1,60,2,0.69555992
1502,0,39,1,88,0,1,0,1,120,4,-0.77125508
1503,0,20,1,88,1,0,0,0,45,3,0.69555992
1504,0,25,1,67,0,0,0,1,120,4,1.0622636
1505,1,27,0,5,0,0,0,0,120,3,-1.1379588
1506,1,25,1,55,0,0,1,0,60,4,-0.40455133
1507,0,53,0,35,1,0,0,1,120,4,-0.77125508
1508,1,24,1,35,0,0,1,1,60,4,0.69555992
1509,0,21,0,88,1,0,0,0,120,4,1.4289674
1510,0,36,1,200,1,0,0,1,120,4,-1.5046625
1511,0,21,1,88,1,0,0,0,30,2,1.0622636
1512,0,28,1,25,1,0,1,1,60,2,1.4289674
1513,1,23,1,112,0,0,1,1,70,5,1.0622636
1514,0,29,1,35,0,0,1,1,60,2,0.69555992
1515,1,38,1,112,1,1,0,1,30,4,0.69555992
1516,0,38,1,55,1,0,1,1,120,2,1.0622636
1517,0,21,0,15,1,1,0,0,100,4,1.0622636
1518,0,39,1,112,0,0,0,1,40,4,0.69555992
1519,0,26,1,200,1,0,0,1,120,4,-2.23807
1520,1,20,0,35,1,1,0,0,120,4,-0.40455133
1521,0,30,0,35,0,0,0,0,120,5,0.32885617
1522,1,51,0,25,1,0,0,1,90,1,-1.1379588
1523,1,22,1,45,1,0,0,1,120,4,0.69555992
1524,1,47,0,112,1,0,1,1,100,5,-0.40455133
1525,0,28,1,25,0,0,1,1,120,3,0.32885617
1526,0,25,1,55,1,0,0,1,120,3,1.0622636
1527,1,22,0,35,1,0,1,1,120,2,0.69555992
1528,1,25,1,88,1,0,0,0,120,4,0.32885617
1529,0,31,1,15,1,0,1,1,60,3,0.69555992
1530,0,26,0,25,0,0,1,0,90,2,0.69555992
1531,0,43,0,88,1,0,1,1,70,4,0.69555992
1532,0,27,0,35,1,0,0,0,120,3,-0.03784757
1533,0,27,0,55,1,0,1,1,120,2,-0.40455133
1534,0,28,1,25,0,0,1,1,60,5,1.0622636
1535,1,41,0,67,0,0,1,1,30,1,-0.40455133
1536,1,25,1,88,1,0,0,1,25,4,-0.40455133
1537,0,25,1,200,1,0,1,1,120,5,1.0622636
1538,0,21,1,55,1,0,1,0,30,4,1.4289674
1539,0,44,1,55,1,0,1,1,75,3,1.4289674
1540,1,38,0,138,1,0,1,1,120,4,1.0622636
1541,1,25,0,25,0,0,0,1,80,4,0.69555992
1542,1,26,1,15,0,0,1,0,120,5,-0.40455133
1543,0,25,1,25,1,0,1,1,45,3,1.0622636
1544,0,22,1,25,0,0,1,1,100,3,0.69555992
1545,0,52,0,25,1,1,0,0,120,5,-1.8713663
1546,0,20,0,67,0,0,1,0,120,4,1.0622636
1547,0,55,0,67,1,0,0,1,60,4,-0.40455133
1548,0,26,0,25,1,0,1,1,45,4,0.69555992
1549,0,19,1,112,0,0,1,0,120,4,0.32885617
1550,0,41,1,200,1,0,0,1,30,3,1.4289674
1551,1,22,1,25,0,0,0,0,30,5,-0.40455133
1552,0,55,0,67,1,0,0,1,60,4,-0.40455133
1553,0,49,1,112,1,1,0,0,60,3,0.69555992
1554,1,35,0,55,1,0,0,0,30,5,0.32885617
1555,0,33,0,67,1,0,1,0,30,3,-0.77125508
1556,0,28,0,25,1,0,0,1,30,4,0.69555992
1557,0,42,0,200,1,0,0,0,90,4,-1.5046625
1558,1,33,1,138,1,0,0,1,30,2,0.69555992
1559,0,21,1,88,1,0,1,1,60,3,-1.1379588
1560,0,27,1,45,1,0,0,0,35,4,0.32885617
1561,0,22,1,15,1,0,0,1,90,4,1.4289674
1562,1,22,1,112,0,0,0,1,30,5,0.32885617
1563,0,37,1,112,1,0,1,1,30,4,0.32885617
1564,1,24,0,88,0,0,1,1,80,1,-0.03784757
1565,0,24,0,45,0,0,1,1,90,3,0.69555992
1566,0,30,1,25,1,0,0,0,90,3,0.69555992
1567,0,19,0,67,1,0,1,0,20,3,1.0622636
1568,0,19,0,112,0,0,1,0,120,1,0.69555992
1569,1,22,1,35,1,1,0,1,120,4,0.69555992
1570,0,48,0,5,1,0,1,1,120,3,0.69555992
1571,1,27,0,67,0,0,1,0,80,5,-1.8713663
1572,0,19,1,35,0,0,0,0,45,3,0.69555992
1573,0,42,0,88,1,0,0,1,40,2,0.32885617
1574,1,21,1,5,0,0,1,0,35,1,1.0622636
1575,0,31,0,35,1,1,0,0,45,3,1.0622636
1576,1,33,0,112,1,0,1,0,100,4,-0.03784757
1577,0,30,1,112,1,1,0,1,120,3,1.0622636
1578,0,21,0,67,1,0,1,0,30,1,1.0622636
1579,1,19,1,5,1,0,1,0,80,5,-0.03784757
1580,0,41,1,200,0,0,0,1,75,5,-0.03784757
1581,1,26,1,88,1,1,0,1,120,5,-1.8713663
1582,0,22,0,25,1,0,0,1,120,5,0.32885617
1583,1,29,0,25,1,0,1,0,120,4,-0.77125508
1584,0,43,1,138,1,1,0,1,120,3,0.69555992
1585,0,54,0,138,1,0,1,1,90,4,-0.77125508
1586,0,22,0,67,0,0,0,0,90,2,-0.03784757
1587,1,19,1,88,0,0,0,0,120,3,-1.5046625
1588,0,35,0,15,1,0,1,0,120,4,0.69555992
1589,1,21,1,67,0,0,0,0,60,4,1.0622636
1590,0,25,0,15,0,0,0,0,120,3,0.32885617
1591,0,19,1,88,1,0,1,0,45,3,1.4289674
1592,0,43,0,88,1,0,1,1,60,3,-0.77125508
1593,0,20,1,25,0,1,0,0,60,4,0.69555992
1594,0,53,0,112,1,0,1,1,120,4,0.32885617
1595,0,55,0,55,1,0,1,1,120,5,-0.77125508
1596,0,28,0,5,1,1,0,0,70,3,-0.03784757
1597,1,28,0,67,0,0,0,0,20,2,1.4289674
1598,0,32,0,25,1,0,0,0,120,2,0.32885617
1599,1,25,0,35,1,0,1,0,90,3,-0.77125508
1600,1,23,1,45,0,0,1,1,120,4,1.4289674
1601,0,44,0,88,1,0,0,1,45,3,0.32885617
1602,0,33,1,112,1,0,0,1,40,2,1.0622636
1603,0,20,1,67,1,0,0,0,30,3,1.0622636
1604,0,19,1,45,1,0,1,0,120,5,-0.77125508
1605,0,21,0,55,0,0,0,0,90,5,1.4289674
1606,0,22,1,138,0,0,0,1,40,3,0.69555992
1607,0,26,1,200,0,0,0,1,60,3,1.0622636
1608,0,27,1,112,0,0,1,1,120,2,1.0622636
1609,0,32,0,67,1,0,1,1,120,5,-0.03784757
1610,0,36,0,88,1,0,1,0,60,3,1.0622636
1611,0,42,1,112,1,0,0,1,47,3,0.69555992
1612,1,19,1,15,0,0,1,0,88,5,-2.23807
1613,0,57,0,112,1,0,0,1,60,5,-0.40455133
1614,1,28,1,200,0,0,1,1,60,3,1.0622636
1615,1,27,1,35,1,1,0,1,120,4,-1.5046625
1616,0,20,1,200,1,0,1,0,60,3,1.4289674
1617,0,31,1,45,1,0,0,1,30,3,0.69555992
1618,0,33,1,55,1,0,0,1,30,2,0.32885617
1619,0,20,0,35,1,1,0,0,60,4,0.69555992
1620,0,29,1,138,0,1,0,1,120,3,-1.1379588
1621,1,22,1,200,0,0,1,0,60,5,-1.5046625
1622,0,50,0,35,0,0,1,0,80,5,-0.40455133
1623,0,39,1,25,1,0,0,0,120,3,0.32885617
1624,0,32,1,88,0,0,0,1,120,2,1.0622636
1625,0,26,1,25,1,1,0,0,90,1,0.32885617
1626,1,39,1,45,1,0,0,1,120,4,-1.1379588
1627,1,22,1,15,0,0,1,0,30,4,0.32885617
1628,0,20,1,67,1,1,0,0,30,1,0.69555992
1629,1,39,0,67,1,0,0,1,120,4,-0.03784757
1630,0,50,0,45,0,1,0,0,90,5,-0.40455133
1631,0,36,1,200,1,1,0,1,30,4,-0.03784757
1632,0,46,0,112,1,0,1,1,90,3,0.69555992
1633,0,45,1,200,1,0,0,1,45,4,0.69555992
1634,0,23,1,67,1,0,0,0,45,5,-1.1379588
1635,1,43,1,112,0,0,0,1,60,5,0.32885617
1636,0,50,0,88,1,0,0,1,120,4,-0.03784757
1637,0,24,1,200,1,0,1,0,60,5,0.32885617
1638,0,38,0,200,1,0,0,1,30,5,1.0622636
1639,0,26,1,112,1,0,0,1,40,3,0.69555992
1640,0,25,0,67,0,0,0,0,120,5,-2.23807
1641,1,26,1,35,0,0,0,0,120,4,-2.23807
1642,0,20,1,88,0,0,0,0,90,3,1.4289674
1643,0,28,0,25,1,1,0,0,120,5,-0.77125508
1644,0,42,0,5,1,0,0,0,45,2,-1.1379588
1645,1,60,1,35,1,0,0,0,30,3,0.69555992
1646,0,37,0,35,1,0,0,1,120,4,0.69555992
1647,1,23,0,25,1,1,0,1,60,5,0.69555992
1648,0,28,1,67,1,1,0,1,70,3,0.32885617
1649,0,22,0,45,0,0,1,0,20,2,1.4289674
1650,0,22,1,200,0,0,1,1,60,5,-1.5046625
1651,1,46,0,35,1,0,1,0,120,2,-0.77125508
1652,0,28,1,35,1,0,0,0,60,3,0.69555992
1653,1,34,1,55,0,0,1,0,120,5,-1.1379588
1654,0,19,1,88,0,0,1,0,60,4,0.69555992
1655,1,21,1,88,0,0,0,0,45,2,1.0622636
1656,0,47,0,200,1,0,1,1,60,5,-0.77125508
1657,0,25,0,88,0,0,0,1,30,3,1.0622636
1658,0,36,0,200,0,0,1,1,60,4,1.0622636
1659,0,39,0,138,1,0,1,1,20,3,-0.03784757
1660,0,19,1,35,0,0,0,0,40,3,-0.40455133
1661,0,27,1,67,1,0,1,1,120,3,-0.40455133